request_id,category,customer_question,agent_response
manual_slow_002_4,slow_internet,السلام عليكم، الإنترنت ضعيف رغم أن الإشارة ظاهرة,قد تكون المشكلة من ازدحام الشبكة أو إعدادات الجهاز. جرّب إيقاف وتشغيل بيانات الهاتف وإعادة تشغيل الجهاز ثم اختبر الخدمة في مكان آخر قريب.
manual_slow_002_5,slow_internet,الإنترنت ضعيف رغم أن الإشارة ظاهرة؟,قد تكون المشكلة من ازدحام الشبكة أو إعدادات الجهاز. جرّب إيقاف وتشغيل بيانات الهاتف وإعادة تشغيل الجهاز ثم اختبر الخدمة في مكان آخر قريب.
manual_slow_003_0,slow_internet,السرعة عندي سيئة والصفحات تفتح بصعوبة,لتحسين السرعة جرّب إعادة تشغيل الهاتف وإغلاق التطبيقات التي تستهلك البيانات وتأكد من وجود تغطية جيدة. إذا بقي البطء أرسل موقعك التقريبي للدعم.
manual_slow_003_1,slow_internet,لو سمحت السرعة عندي سيئة والصفحات تفتح بصعوبة,لتحسين السرعة جرّب إعادة تشغيل الهاتف وإغلاق التطبيقات التي تستهلك البيانات وتأكد من وجود تغطية جيدة. إذا بقي البطء أرسل موقعك التقريبي للدعم.
manual_slow_003_2,slow_internet,عندي سؤال: السرعة عندي سيئة والصفحات تفتح بصعوبة,لتحسين السرعة جرّب إعادة تشغيل الهاتف وإغلاق التطبيقات التي تستهلك البيانات وتأكد من وجود تغطية جيدة. إذا بقي البطء أرسل موقعك التقريبي للدعم.
manual_slow_003_3,slow_internet,ممكن تساعدوني؟ السرعة عندي سيئة والصفحات تفتح بصعوبة,لتحسين السرعة جرّب إعادة تشغيل الهاتف وإغلاق التطبيقات التي تستهلك البيانات وتأكد من وجود تغطية جيدة. إذا بقي البطء أرسل موقعك التقريبي للدعم.
manual_slow_003_4,slow_internet,السلام عليكم، السرعة عندي سيئة والصفحات تفتح بصعوبة,لتحسين السرعة جرّب إعادة تشغيل الهاتف وإغلاق التطبيقات التي تستهلك البيانات وتأكد من وجود تغطية جيدة. إذا بقي البطء أرسل موقعك التقريبي للدعم.
manual_slow_003_5,slow_internet,السرعة عندي سيئة والصفحات تفتح بصعوبة؟,لتحسين السرعة جرّب إعادة تشغيل الهاتف وإغلاق التطبيقات التي تستهلك البيانات وتأكد من وجود تغطية جيدة. إذا بقي البطء أرسل موقعك التقريبي للدعم.
manual_slow_004_0,slow_internet,البيانات تعمل لكن التحميل بطيء جداً,يرجى التأكد من قوة الإشارة ومن عدم انتهاء الباقة أو وجود استهلاك مرتفع. بعد ذلك أعد تشغيل الهاتف وجرب قياس السرعة مرة أخرى.
manual_slow_004_1,slow_internet,لو سمحت البيانات تعمل لكن التحميل بطيء جداً,يرجى التأكد من قوة الإشارة ومن عدم انتهاء الباقة أو وجود استهلاك مرتفع. بعد ذلك أعد تشغيل الهاتف وجرب قياس السرعة مرة أخرى.
manual_slow_004_2,slow_internet,عندي سؤال: البيانات تعمل لكن التحميل بطيء جداً,يرجى التأكد من قوة الإشارة ومن عدم انتهاء الباقة أو وجود استهلاك مرتفع. بعد ذلك أعد تشغيل الهاتف وجرب قياس السرعة مرة أخرى.
manual_slow_004_3,slow_internet,ممكن تساعدوني؟ البيانات تعمل لكن التحميل بطيء جداً,يرجى التأكد من قوة الإشارة ومن عدم انتهاء الباقة أو وجود استهلاك مرتفع. بعد ذلك أعد تشغيل الهاتف وجرب قياس السرعة مرة أخرى.
manual_slow_004_4,slow_internet,السلام عليكم، البيانات تعمل لكن التحميل بطيء جداً,يرجى التأكد من قوة الإشارة ومن عدم انتهاء الباقة أو وجود استهلاك مرتفع. بعد ذلك أعد تشغيل الهاتف وجرب قياس السرعة مرة أخرى.
manual_slow_004_5,slow_internet,البيانات تعمل لكن التحميل بطيء جداً؟,يرجى التأكد من قوة الإشارة ومن عدم انتهاء الباقة أو وجود استهلاك مرتفع. بعد ذلك أعد تشغيل الهاتف وجرب قياس السرعة مرة أخرى.
manual_slow_005_0,slow_internet,عندي تقطيع في النت كل شوي,التقطيع قد يحدث بسبب ضعف التغطية أو إعدادات الشبكة. جرّب اختيار الشبكة تلقائياً وإعادة تشغيل الجهاز ثم راقب الخدمة لبضع دقائق.
manual_slow_005_1,slow_internet,لو سمحت عندي تقطيع في النت كل شوي,التقطيع قد يحدث بسبب ضعف التغطية أو إعدادات الشبكة. جرّب اختيار الشبكة تلقائياً وإعادة تشغيل الجهاز ثم راقب الخدمة لبضع دقائق.
manual_slow_005_2,slow_internet,عندي سؤال: عندي تقطيع في النت كل شوي,التقطيع قد يحدث بسبب ضعف التغطية أو إعدادات الشبكة. جرّب اختيار الشبكة تلقائياً وإعادة تشغيل الجهاز ثم راقب الخدمة لبضع دقائق.
manual_slow_005_3,slow_internet,ممكن تساعدوني؟ عندي تقطيع في النت كل شوي,التقطيع قد يحدث بسبب ضعف التغطية أو إعدادات الشبكة. جرّب اختيار الشبكة تلقائياً وإعادة تشغيل الجهاز ثم راقب الخدمة لبضع دقائق.
manual_slow_005_4,slow_internet,السلام عليكم، عندي تقطيع في النت كل شوي,التقطيع قد يحدث بسبب ضعف التغطية أو إعدادات الشبكة. جرّب اختيار الشبكة تلقائياً وإعادة تشغيل الجهاز ثم راقب الخدمة لبضع دقائق.
manual_slow_005_5,slow_internet,عندي تقطيع في النت كل شوي؟,التقطيع قد يحدث بسبب ضعف التغطية أو إعدادات الشبكة. جرّب اختيار الشبكة تلقائياً وإعادة تشغيل الجهاز ثم راقب الخدمة لبضع دقائق.
manual_slow_006_0,slow_internet,النت يفصل ويرجع بدون سبب,يرجى تجربة الشريحة في جهاز آخر إن أمكن والتأكد من إعدادات APN. إذا تكررت المشكلة تواصل مع الدعم مع وقت الانقطاع وموقعك.
manual_slow_006_1,slow_internet,لو سمحت النت يفصل ويرجع بدون سبب,يرجى تجربة الشريحة في جهاز آخر إن أمكن والتأكد من إعدادات APN. إذا تكررت المشكلة تواصل مع الدعم مع وقت الانقطاع وموقعك.
manual_slow_006_2,slow_internet,عندي سؤال: النت يفصل ويرجع بدون سبب,يرجى تجربة الشريحة في جهاز آخر إن أمكن والتأكد من إعدادات APN. إذا تكررت المشكلة تواصل مع الدعم مع وقت الانقطاع وموقعك.
manual_slow_006_3,slow_internet,ممكن تساعدوني؟ النت يفصل ويرجع بدون سبب,يرجى تجربة الشريحة في جهاز آخر إن أمكن والتأكد من إعدادات APN. إذا تكررت المشكلة تواصل مع الدعم مع وقت الانقطاع وموقعك.
manual_slow_006_4,slow_internet,السلام عليكم، النت يفصل ويرجع بدون سبب,يرجى تجربة الشريحة في جهاز آخر إن أمكن والتأكد من إعدادات APN. إذا تكررت المشكلة تواصل مع الدعم مع وقت الانقطاع وموقعك.
manual_slow_006_5,slow_internet,النت يفصل ويرجع بدون سبب؟,يرجى تجربة الشريحة في جهاز آخر إن أمكن والتأكد من إعدادات APN. إذا تكررت المشكلة تواصل مع الدعم مع وقت الانقطاع وموقعك.
manual_slow_007_0,slow_internet,الفيديوهات لا تشتغل بسبب ضعف الإنترنت,تحقق من الرصيد أو الباقة ومن قوة الإشارة ثم أعد تشغيل بيانات الهاتف. إذا كانت المشكلة في منطقة محددة فقد تكون مرتبطة بالتغطية.
manual_slow_007_1,slow_internet,لو سمحت الفيديوهات لا تشتغل بسبب ضعف الإنترنت,تحقق من الرصيد أو الباقة ومن قوة الإشارة ثم أعد تشغيل بيانات الهاتف. إذا كانت المشكلة في منطقة محددة فقد تكون مرتبطة بالتغطية.
manual_slow_007_2,slow_internet,عندي سؤال: الفيديوهات لا تشتغل بسبب ضعف الإنترنت,تحقق من الرصيد أو الباقة ومن قوة الإشارة ثم أعد تشغيل بيانات الهاتف. إذا كانت المشكلة في منطقة محددة فقد تكون مرتبطة بالتغطية.
manual_slow_007_3,slow_internet,ممكن تساعدوني؟ الفيديوهات لا تشتغل بسبب ضعف الإنترنت,تحقق من الرصيد أو الباقة ومن قوة الإشارة ثم أعد تشغيل بيانات الهاتف. إذا كانت المشكلة في منطقة محددة فقد تكون مرتبطة بالتغطية.
manual_slow_007_4,slow_internet,السلام عليكم، الفيديوهات لا تشتغل بسبب ضعف الإنترنت,تحقق من الرصيد أو الباقة ومن قوة الإشارة ثم أعد تشغيل بيانات الهاتف. إذا كانت المشكلة في منطقة محددة فقد تكون مرتبطة بالتغطية.
manual_slow_007_5,slow_internet,الفيديوهات لا تشتغل بسبب ضعف الإنترنت؟,تحقق من الرصيد أو الباقة ومن قوة الإشارة ثم أعد تشغيل بيانات الهاتف. إذا كانت المشكلة في منطقة محددة فقد تكون مرتبطة بالتغطية.
manual_slow_008_0,slow_internet,سرعة الإنترنت أقل من المعتاد بكثير,يرجى إغلاق التطبيقات المفتوحة وإعادة تشغيل الهاتف والتأكد من أن الشبكة على الوضع التلقائي. إذا استمرت المشكلة يمكن رفعها للدعم الفني.
manual_slow_008_1,slow_internet,لو سمحت سرعة الإنترنت أقل من المعتاد بكثير,يرجى إغلاق التطبيقات المفتوحة وإعادة تشغيل الهاتف والتأكد من أن الشبكة على الوضع التلقائي. إذا استمرت المشكلة يمكن رفعها للدعم الفني.
manual_slow_008_2,slow_internet,عندي سؤال: سرعة الإنترنت أقل من المعتاد بكثير,يرجى إغلاق التطبيقات المفتوحة وإعادة تشغيل الهاتف والتأكد من أن الشبكة على الوضع التلقائي. إذا استمرت المشكلة يمكن رفعها للدعم الفني.
manual_slow_008_3,slow_internet,ممكن تساعدوني؟ سرعة الإنترنت أقل من المعتاد بكثير,يرجى إغلاق التطبيقات المفتوحة وإعادة تشغيل الهاتف والتأكد من أن الشبكة على الوضع التلقائي. إذا استمرت المشكلة يمكن رفعها للدعم الفني.
manual_slow_008_4,slow_internet,السلام عليكم، سرعة الإنترنت أقل من المعتاد بكثير,يرجى إغلاق التطبيقات المفتوحة وإعادة تشغيل الهاتف والتأكد من أن الشبكة على الوضع التلقائي. إذا استمرت المشكلة يمكن رفعها للدعم الفني.
manual_slow_008_5,slow_internet,سرعة الإنترنت أقل من المعتاد بكثير؟,يرجى إغلاق التطبيقات المفتوحة وإعادة تشغيل الهاتف والتأكد من أن الشبكة على الوضع التلقائي. إذا استمرت المشكلة يمكن رفعها للدعم الفني.
manual_no_conn_001_0,no_connection,لا يوجد اتصال بالإنترنت نهائياً,يرجى التأكد من تفعيل بيانات الهاتف ووجود رصيد أو باقة فعالة ثم إعادة تشغيل الجهاز. إذا لم تعمل الخدمة تحقق من إعدادات APN.
manual_no_conn_001_1,no_connection,لو سمحت لا يوجد اتصال بالإنترنت نهائياً,يرجى التأكد من تفعيل بيانات الهاتف ووجود رصيد أو باقة فعالة ثم إعادة تشغيل الجهاز. إذا لم تعمل الخدمة تحقق من إعدادات APN.
manual_no_conn_001_2,no_connection,عندي سؤال: لا يوجد اتصال بالإنترنت نهائياً,يرجى التأكد من تفعيل بيانات الهاتف ووجود رصيد أو باقة فعالة ثم إعادة تشغيل الجهاز. إذا لم تعمل الخدمة تحقق من إعدادات APN.
manual_no_conn_001_3,no_connection,ممكن تساعدوني؟ لا يوجد اتصال بالإنترنت نهائياً,يرجى التأكد من تفعيل بيانات الهاتف ووجود رصيد أو باقة فعالة ثم إعادة تشغيل الجهاز. إذا لم تعمل الخدمة تحقق من إعدادات APN.
manual_no_conn_001_4,no_connection,السلام عليكم، لا يوجد اتصال بالإنترنت نهائياً,يرجى التأكد من تفعيل بيانات الهاتف ووجود رصيد أو باقة فعالة ثم إعادة تشغيل الجهاز. إذا لم تعمل الخدمة تحقق من إعدادات APN.
manual_no_conn_001_5,no_connection,لا يوجد اتصال بالإنترنت نهائياً؟,يرجى التأكد من تفعيل بيانات الهاتف ووجود رصيد أو باقة فعالة ثم إعادة تشغيل الجهاز. إذا لم تعمل الخدمة تحقق من إعدادات APN.
manual_no_conn_002_0,no_connection,الهاتف يظهر شبكة لكن الإنترنت لا يعمل,قد تكون بيانات الهاتف غير مفعلة أو إعدادات APN غير صحيحة. فعّل البيانات وأعد ضبط APN ثم أعد تشغيل الجهاز.
manual_no_conn_002_1,no_connection,لو سمحت الهاتف يظهر شبكة لكن الإنترنت لا يعمل,قد تكون بيانات الهاتف غير مفعلة أو إعدادات APN غير صحيحة. فعّل البيانات وأعد ضبط APN ثم أعد تشغيل الجهاز.
manual_no_conn_002_2,no_connection,عندي سؤال: الهاتف يظهر شبكة لكن الإنترنت لا يعمل,قد تكون بيانات الهاتف غير مفعلة أو إعدادات APN غير صحيحة. فعّل البيانات وأعد ضبط APN ثم أعد تشغيل الجهاز.
manual_no_conn_002_3,no_connection,ممكن تساعدوني؟ الهاتف يظهر شبكة لكن الإنترنت لا يعمل,قد تكون بيانات الهاتف غير مفعلة أو إعدادات APN غير صحيحة. فعّل البيانات وأعد ضبط APN ثم أعد تشغيل الجهاز.
manual_no_conn_002_4,no_connection,السلام عليكم، الهاتف يظهر شبكة لكن الإنترنت لا يعمل,قد تكون بيانات الهاتف غير مفعلة أو إعدادات APN غير صحيحة. فعّل البيانات وأعد ضبط APN ثم أعد تشغيل الجهاز.
manual_no_conn_002_5,no_connection,الهاتف يظهر شبكة لكن الإنترنت لا يعمل؟,قد تكون بيانات الهاتف غير مفعلة أو إعدادات APN غير صحيحة. فعّل البيانات وأعد ضبط APN ثم أعد تشغيل الجهاز.
manual_no_conn_003_0,no_connection,البيانات لا تفتح أي موقع,تأكد من وجود باقة أو رصيد كافٍ ومن تفعيل بيانات الهاتف. إذا استمرت المشكلة جرّب إعادة ضبط إعدادات الشبكة.
manual_no_conn_003_1,no_connection,لو سمحت البيانات لا تفتح أي موقع,تأكد من وجود باقة أو رصيد كافٍ ومن تفعيل بيانات الهاتف. إذا استمرت المشكلة جرّب إعادة ضبط إعدادات الشبكة.
manual_no_conn_003_2,no_connection,عندي سؤال: البيانات لا تفتح أي موقع,تأكد من وجود باقة أو رصيد كافٍ ومن تفعيل بيانات الهاتف. إذا استمرت المشكلة جرّب إعادة ضبط إعدادات الشبكة.
manual_no_conn_003_3,no_connection,ممكن تساعدوني؟ البيانات لا تفتح أي موقع,تأكد من وجود باقة أو رصيد كافٍ ومن تفعيل بيانات الهاتف. إذا استمرت المشكلة جرّب إعادة ضبط إعدادات الشبكة.
manual_no_conn_003_4,no_connection,السلام عليكم، البيانات لا تفتح أي موقع,تأكد من وجود باقة أو رصيد كافٍ ومن تفعيل بيانات الهاتف. إذا استمرت المشكلة جرّب إعادة ضبط إعدادات الشبكة.
manual_no_conn_003_5,no_connection,البيانات لا تفتح أي موقع؟,تأكد من وجود باقة أو رصيد كافٍ ومن تفعيل بيانات الهاتف. إذا استمرت المشكلة جرّب إعادة ضبط إعدادات الشبكة.
manual_no_conn_004_0,no_connection,لا أستطيع استخدام الإنترنت بعد تبديل الشريحة,بعد تبديل الشريحة تأكد من إعدادات APN ومن تفعيل بيانات الهاتف. أعد تشغيل الجهاز ثم جرّب الاتصال مرة أخرى.
manual_no_conn_004_1,no_connection,لو سمحت لا أستطيع استخدام الإنترنت بعد تبديل الشريحة,بعد تبديل الشريحة تأكد من إعدادات APN ومن تفعيل بيانات الهاتف. أعد تشغيل الجهاز ثم جرّب الاتصال مرة أخرى.
manual_no_conn_004_2,no_connection,عندي سؤال: لا أستطيع استخدام الإنترنت بعد تبديل الشريحة,بعد تبديل الشريحة تأكد من إعدادات APN ومن تفعيل بيانات الهاتف. أعد تشغيل الجهاز ثم جرّب الاتصال مرة أخرى.
manual_no_conn_004_3,no_connection,ممكن تساعدوني؟ لا أستطيع استخدام الإنترنت بعد تبديل الشريحة,بعد تبديل الشريحة تأكد من إعدادات APN ومن تفعيل بيانات الهاتف. أعد تشغيل الجهاز ثم جرّب الاتصال مرة أخرى.
manual_no_conn_004_4,no_connection,السلام عليكم، لا أستطيع استخدام الإنترنت بعد تبديل الشريحة,بعد تبديل الشريحة تأكد من إعدادات APN ومن تفعيل بيانات الهاتف. أعد تشغيل الجهاز ثم جرّب الاتصال مرة أخرى.
manual_no_conn_004_5,no_connection,لا أستطيع استخدام الإنترنت بعد تبديل الشريحة؟,بعد تبديل الشريحة تأكد من إعدادات APN ومن تفعيل بيانات الهاتف. أعد تشغيل الجهاز ثم جرّب الاتصال مرة أخرى.
manual_no_conn_005_0,no_connection,الإنترنت توقف فجأة على رقمي,يرجى التحقق من الرصيد أو الباقة ومن عدم تفعيل وضع الطيران. أعد تشغيل الجهاز وإذا بقيت المشكلة تواصل مع الدعم.
manual_no_conn_005_1,no_connection,لو سمحت الإنترنت توقف فجأة على رقمي,يرجى التحقق من الرصيد أو الباقة ومن عدم تفعيل وضع الطيران. أعد تشغيل الجهاز وإذا بقيت المشكلة تواصل مع الدعم.
manual_no_conn_005_2,no_connection,عندي سؤال: الإنترنت توقف فجأة على رقمي,يرجى التحقق من الرصيد أو الباقة ومن عدم تفعيل وضع الطيران. أعد تشغيل الجهاز وإذا بقيت المشكلة تواصل مع الدعم.
manual_no_conn_005_3,no_connection,ممكن تساعدوني؟ الإنترنت توقف فجأة على رقمي,يرجى التحقق من الرصيد أو الباقة ومن عدم تفعيل وضع الطيران. أعد تشغيل الجهاز وإذا بقيت المشكلة تواصل مع الدعم.
manual_no_conn_005_4,no_connection,السلام عليكم، الإنترنت توقف فجأة على رقمي,يرجى التحقق من الرصيد أو الباقة ومن عدم تفعيل وضع الطيران. أعد تشغيل الجهاز وإذا بقيت المشكلة تواصل مع الدعم.
manual_no_conn_005_5,no_connection,الإنترنت توقف فجأة على رقمي؟,يرجى التحقق من الرصيد أو الباقة ومن عدم تفعيل وضع الطيران. أعد تشغيل الجهاز وإذا بقيت المشكلة تواصل مع الدعم.
manual_no_conn_006_0,no_connection,عندي رصيد لكن لا يوجد إنترنت,قد تحتاج إلى تفعيل البيانات أو ضبط APN. تأكد أيضاً من أن الباقة مناسبة لاستخدام الإنترنت.
manual_no_conn_006_1,no_connection,لو سمحت عندي رصيد لكن لا يوجد إنترنت,قد تحتاج إلى تفعيل البيانات أو ضبط APN. تأكد أيضاً من أن الباقة مناسبة لاستخدام الإنترنت.
manual_no_conn_006_2,no_connection,عندي سؤال: عندي رصيد لكن لا يوجد إنترنت,قد تحتاج إلى تفعيل البيانات أو ضبط APN. تأكد أيضاً من أن الباقة مناسبة لاستخدام الإنترنت.
manual_no_conn_006_3,no_connection,ممكن تساعدوني؟ عندي رصيد لكن لا يوجد إنترنت,قد تحتاج إلى تفعيل البيانات أو ضبط APN. تأكد أيضاً من أن الباقة مناسبة لاستخدام الإنترنت.
manual_no_conn_006_4,no_connection,السلام عليكم، عندي رصيد لكن لا يوجد إنترنت,قد تحتاج إلى تفعيل البيانات أو ضبط APN. تأكد أيضاً من أن الباقة مناسبة لاستخدام الإنترنت.
manual_no_conn_006_5,no_connection,عندي رصيد لكن لا يوجد إنترنت؟,قد تحتاج إلى تفعيل البيانات أو ضبط APN. تأكد أيضاً من أن الباقة مناسبة لاستخدام الإنترنت.
manual_apn_001_0,apn_settings,ما هي إعدادات APN الصحيحة؟,لضبط الإنترنت افتح إعدادات الشبكة في الهاتف ثم أضف أو عدّل نقطة الوصول APN حسب إعدادات Rcell المعتمدة. بعد الحفظ اختر نقطة الوصول وأعد تشغيل البيانات.
manual_apn_001_1,apn_settings,لو سمحت ما هي إعدادات APN الصحيحة؟,لضبط الإنترنت افتح إعدادات الشبكة في الهاتف ثم أضف أو عدّل نقطة الوصول APN حسب إعدادات Rcell المعتمدة. بعد الحفظ اختر نقطة الوصول وأعد تشغيل البيانات.
manual_apn_001_2,apn_settings,عندي سؤال: ما هي إعدادات APN الصحيحة؟,لضبط الإنترنت افتح إعدادات الشبكة في الهاتف ثم أضف أو عدّل نقطة الوصول APN حسب إعدادات Rcell المعتمدة. بعد الحفظ اختر نقطة الوصول وأعد تشغيل البيانات.
manual_apn_001_3,apn_settings,ممكن تساعدوني؟ ما هي إعدادات APN الصحيحة؟,لضبط الإنترنت افتح إعدادات الشبكة في الهاتف ثم أضف أو عدّل نقطة الوصول APN حسب إعدادات Rcell المعتمدة. بعد الحفظ اختر نقطة الوصول وأعد تشغيل البيانات.
manual_apn_001_4,apn_settings,السلام عليكم، ما هي إعدادات APN الصحيحة؟,لضبط الإنترنت افتح إعدادات الشبكة في الهاتف ثم أضف أو عدّل نقطة الوصول APN حسب إعدادات Rcell المعتمدة. بعد الحفظ اختر نقطة الوصول وأعد تشغيل البيانات.
manual_apn_002_0,apn_settings,كيف أضبط نقطة الوصول APN؟,ادخل إلى إعدادات الهاتف ثم الشبكات الخلوية ثم أسماء نقاط الوصول. أضف إعدادات APN الخاصة بـ Rcell واحفظها ثم أعد تشغيل بيانات الهاتف.
manual_apn_002_1,apn_settings,لو سمحت كيف أضبط نقطة الوصول APN؟,ادخل إلى إعدادات الهاتف ثم الشبكات الخلوية ثم أسماء نقاط الوصول. أضف إعدادات APN الخاصة بـ Rcell واحفظها ثم أعد تشغيل بيانات الهاتف.
manual_apn_002_2,apn_settings,عندي سؤال: كيف أضبط نقطة الوصول APN؟,ادخل إلى إعدادات الهاتف ثم الشبكات الخلوية ثم أسماء نقاط الوصول. أضف إعدادات APN الخاصة بـ Rcell واحفظها ثم أعد تشغيل بيانات الهاتف.
manual_apn_002_3,apn_settings,ممكن تساعدوني؟ كيف أضبط نقطة الوصول APN؟,ادخل إلى إعدادات الهاتف ثم الشبكات الخلوية ثم أسماء نقاط الوصول. أضف إعدادات APN الخاصة بـ Rcell واحفظها ثم أعد تشغيل بيانات الهاتف.
manual_apn_002_4,apn_settings,السلام عليكم، كيف أضبط نقطة الوصول APN؟,ادخل إلى إعدادات الهاتف ثم الشبكات الخلوية ثم أسماء نقاط الوصول. أضف إعدادات APN الخاصة بـ Rcell واحفظها ثم أعد تشغيل بيانات الهاتف.
manual_apn_003_0,apn_settings,أحتاج إعدادات الإنترنت على الهاتف,يرجى ضبط APN من إعدادات الشبكة الخلوية ثم حفظ الإعدادات واختيارها كنقطة وصول نشطة. بعد ذلك أعد تشغيل الجهاز.
manual_apn_003_1,apn_settings,لو سمحت أحتاج إعدادات الإنترنت على الهاتف,يرجى ضبط APN من إعدادات الشبكة الخلوية ثم حفظ الإعدادات واختيارها كنقطة وصول نشطة. بعد ذلك أعد تشغيل الجهاز.
manual_apn_003_2,apn_settings,عندي سؤال: أحتاج إعدادات الإنترنت على الهاتف,يرجى ضبط APN من إعدادات الشبكة الخلوية ثم حفظ الإعدادات واختيارها كنقطة وصول نشطة. بعد ذلك أعد تشغيل الجهاز.
manual_apn_003_3,apn_settings,ممكن تساعدوني؟ أحتاج إعدادات الإنترنت على الهاتف,يرجى ضبط APN من إعدادات الشبكة الخلوية ثم حفظ الإعدادات واختيارها كنقطة وصول نشطة. بعد ذلك أعد تشغيل الجهاز.
manual_apn_003_4,apn_settings,السلام عليكم، أحتاج إعدادات الإنترنت على الهاتف,يرجى ضبط APN من إعدادات الشبكة الخلوية ثم حفظ الإعدادات واختيارها كنقطة وصول نشطة. بعد ذلك أعد تشغيل الجهاز.
manual_apn_003_5,apn_settings,أحتاج إعدادات الإنترنت على الهاتف؟,يرجى ضبط APN من إعدادات الشبكة الخلوية ثم حفظ الإعدادات واختيارها كنقطة وصول نشطة. بعد ذلك أعد تشغيل الجهاز.
manual_apn_004_0,apn_settings,النت لا يعمل بعد تغيير APN,راجع قيمة APN واحذف نقاط الوصول القديمة إن لزم ثم أعد إضافة إعدادات Rcell الصحيحة واحفظها. أعد تشغيل بيانات الهاتف بعد الحفظ.
manual_apn_004_1,apn_settings,لو سمحت النت لا يعمل بعد تغيير APN,راجع قيمة APN واحذف نقاط الوصول القديمة إن لزم ثم أعد إضافة إعدادات Rcell الصحيحة واحفظها. أعد تشغيل بيانات الهاتف بعد الحفظ.
manual_apn_004_2,apn_settings,عندي سؤال: النت لا يعمل بعد تغيير APN,راجع قيمة APN واحذف نقاط الوصول القديمة إن لزم ثم أعد إضافة إعدادات Rcell الصحيحة واحفظها. أعد تشغيل بيانات الهاتف بعد الحفظ.
manual_apn_004_3,apn_settings,ممكن تساعدوني؟ النت لا يعمل بعد تغيير APN,راجع قيمة APN واحذف نقاط الوصول القديمة إن لزم ثم أعد إضافة إعدادات Rcell الصحيحة واحفظها. أعد تشغيل بيانات الهاتف بعد الحفظ.
manual_apn_004_4,apn_settings,السلام عليكم، النت لا يعمل بعد تغيير APN,راجع قيمة APN واحذف نقاط الوصول القديمة إن لزم ثم أعد إضافة إعدادات Rcell الصحيحة واحفظها. أعد تشغيل بيانات الهاتف بعد الحفظ.
manual_apn_004_5,apn_settings,النت لا يعمل بعد تغيير APN؟,راجع قيمة APN واحذف نقاط الوصول القديمة إن لزم ثم أعد إضافة إعدادات Rcell الصحيحة واحفظها. أعد تشغيل بيانات الهاتف بعد الحفظ.
